ClaimID,ScenarioID,CustomerID,ProductID,ProductCategory,Brand,ModelNumber,SerialNumber,PurchaseDate,ClaimDate,FaultDate,WarrantyDurationMonths,WarrantyExpiryDate,WarrantyStatus,WarrantyRemainingDays,ExtendedWarranty,FaultType,DamageType,FaultCovered,ClaimReportingWithinPeriod,ReceiptAvailable,WarrantyCardAvailable,ProductImageAvailable,SerialEvidenceAvailable,FaultEvidenceAvailable,RepairReportAvailable,PreviousRepair,RepairCount,RepairAuthorized,PreviousReplacement,ReplacementWithinWarranty,SerialNumberMatch,ProductModelConsistent,DuplicateClaimIndicator,DocumentDuplicateIndicator,ContradictionIndicator,RequiredDocumentsComplete,PurchaseProofAvailable,PriorClaimCount,ClaimAmount,PreviousRepairCost,OCRConfidence,ClaimSubmissionChannel,ClaimClass
CLM00662,INVALID_162_DUPLICATE_CLAIM,CUS00662,PROD00662,Smartphone,Aster,AST-SMA-0662,SN-2026-000662,2024-10-26,2026-09-09,2026-08-17,24,2026-10-26,Active,47,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,No,Yes,3,2045.45,0.0,0.83,Email,Invalid Claim
CLM00526,INVALID_26_EXCLUDED_DAMAGE,CUS00526,PROD00526,Television,HomePro,HOM-TEL-0526,SN-2026-000526,2023-05-13,2024-11-13,2024-11-08,36,2026-05-13,Active,546,No,Noise,Normal Wear,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1363.59,0.0,0.864,Service Center,Invalid Claim
CLM00366,VALID_366,CUS00366,PROD00366,Printer,HomePro,HOM-PRI-0366,SN-2026-000366,2024-08-05,2027-03-05,2027-02-28,36,2027-08-05,Active,153,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2962.38,0.0,0.931,Service Center,Valid Claim
CLM00992,INVALID_492_DUPLICATE_CLAIM,CUS00992,PROD00992,Air Conditioner,NovaTech,NOV-AIR-0992,SN-2026-000992,2025-02-03,2027-01-04,2026-12-16,12,2026-02-03,Active,-335,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1331.41,0.0,0.917,Email,Invalid Claim
CLM00698,INVALID_198_DUPLICATE_CLAIM,CUS00698,PROD00698,Camera,NovaTech,NOV-CAM-0698,SN-2026-000698,2023-04-06,2025-06-21,2025-06-16,12,2024-04-06,Active,-441,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,1,165.09,0.0,0.763,Web,Invalid Claim
CLM00924,INVALID_424_UNAUTHORIZED_REPAIR,CUS00924,PROD00924,Camera,PrimeView,PRI-CAM-0924,SN-2026-000924,2023-06-24,2024-04-25,2024-03-28,24,2025-06-24,Active,425,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,No,No,N/A,Yes,Yes,No,No,No,Yes,Yes,2,1043.2,1083.28,0.91,Service Center,Invalid Claim
CLM00972,INVALID_472_UNAUTHORIZED_REPAIR,CUS00972,PROD00972,Camera,PrimeView,PRI-CAM-0972,SN-2026-000972,2024-09-18,2025-08-07,2025-07-18,24,2026-09-18,Active,407,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2090.85,747.42,0.885,Service Center,Invalid Claim
CLM00111,VALID_111,CUS00111,PROD00111,Laptop,NovaTech,NOV-LAP-0111,SN-2026-000111,2023-04-22,2023-10-22,2023-10-13,24,2025-04-22,Active,548,Yes,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2511.75,0.0,0.948,Web,Valid Claim
CLM01007,MANUAL_07_MISSING_DOCUMENT,CUS01007,PROD01007,Air Conditioner,NovaTech,NOV-AIR-1007,SN-2026-001007,2024-09-24,2025-09-24,2025-09-15,24,2026-09-24,Active,365,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1,2222.81,0.0,0.778,Mobile App,Manual Review
CLM00554,INVALID_54_DUPLICATE_CLAIM,CUS00554,PROD00554,Washing Machine,Aster,AST-WAS-0554,SN-2026-000554,2026-02-26,2027-05-07,2027-04-30,36,2029-02-26,Active,661,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,Yes,Yes,3,1580.04,0.0,0.76,Service Center,Invalid Claim
CLM00281,VALID_281,CUS00281,PROD00281,Refrigerator,NovaTech,NOV-REF-0281,SN-2026-000281,2024-03-03,2024-06-03,2024-05-22,24,2026-03-03,Active,638,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2912.01,0.0,0.984,Service Center,Valid Claim
CLM01198,MANUAL_198_INCOMPLETE_EVIDENCE,CUS01198,PROD01198,Air Conditioner,NovaTech,NOV-AIR-1198,SN-2026-001198,2024-11-04,2025-11-04,2025-10-24,24,2026-11-04,Active,365,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,No,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,1010.2,0.0,0.891,Mobile App,Manual Review
CLM01174,MANUAL_174_INCOMPLETE_EVIDENCE,CUS01174,PROD01174,Air Conditioner,ZenCore,ZEN-AIR-1174,SN-2026-001174,2026-01-11,2027-01-11,2027-01-06,24,2028-01-11,Active,365,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,No,No,No,Yes,1,234.4,0.0,0.978,Mobile App,Manual Review
CLM00096,VALID_96,CUS00096,PROD00096,Refrigerator,PrimeView,PRI-REF-0096,SN-2026-000096,2024-12-18,2026-06-18,2026-06-05,36,2027-12-18,Active,548,Yes,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2390.8,0.0,0.953,Email,Valid Claim
CLM00865,INVALID_365_REPORTING_PERIOD,CUS00865,PROD00865,Smartphone,ZenCore,ZEN-SMA-0865,SN-2026-000865,2023-11-05,2024-11-05,2024-09-06,24,2025-11-05,Active,496,No,Overheating,Electrical Failure,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,1,518.37,0.0,0.923,Service Center,Invalid Claim
CLM01024,MANUAL_24_INCOMPLETE_EVIDENCE,CUS01024,PROD01024,Camera,HomePro,HOM-CAM-1024,SN-2026-001024,2024-02-19,2024-08-19,2024-08-08,12,2025-02-19,Active,184,Yes,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,No,Yes,0,1964.99,0.0,0.869,Web,Manual Review
CLM00948,INVALID_448_UNAUTHORIZED_REPAIR,CUS00948,PROD00948,Television,ZenCore,ZEN-TEL-0948,SN-2026-000948,2023-05-20,2023-06-20,2023-05-23,12,2024-05-20,Active,335,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,No,No,N/A,Yes,Yes,No,No,No,No,Yes,0,1191.98,934.04,0.897,Email,Invalid Claim
CLM00309,VALID_309,CUS00309,PROD00309,Television,NovaTech,NOV-TEL-0309,SN-2026-000309,2023-10-13,2025-06-13,2025-05-31,24,2025-10-13,Active,122,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1057.74,0.0,0.951,Mobile App,Valid Claim
CLM01197,MANUAL_197_UNCLEAR_REPAIR,CUS01197,PROD01197,Washing Machine,Aster,AST-WAS-1197,SN-2026-001197,2023-10-24,2024-04-24,2024-04-17,12,2024-10-24,Active,183,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,2,544.67,0.0,0.979,Mobile App,Manual Review
CLM01051,MANUAL_51_LOW_OCR_CONFIDENCE,CUS01051,PROD01051,Television,HomePro,HOM-TEL-1051,SN-2026-001051,2024-12-01,2025-06-01,2025-05-19,12,2025-12-01,Active,183,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2143.39,0.0,0.592,Mobile App,Manual Review
CLM00696,INVALID_196_UNAUTHORIZED_REPAIR,CUS00696,PROD00696,Refrigerator,Aster,AST-REF-0696,SN-2026-000696,2025-03-30,2026-03-09,2026-03-04,12,2026-03-30,Active,21,Yes,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,Yes,Yes,3,792.83,1109.2,0.956,Web,Invalid Claim
CLM01350,MANUAL_350_CONTRADICTION,CUS01350,PROD01350,Camera,Aster,AST-CAM-1350,SN-2026-001350,2023-06-14,2024-12-14,2024-12-05,36,2026-06-14,Active,547,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,Yes,Yes,3,483.48,0.0,0.853,Mobile App,Manual Review
CLM01094,MANUAL_94_SERIAL_WARNING,CUS01094,PROD01094,Printer,NovaTech,NOV-PRI-1094,SN-2026-001094,2023-11-06,2024-11-06,2024-10-28,24,2025-11-06,Active,365,No,Overheating,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,2,1510.86,0.0,0.82,Email,Manual Review
CLM00007,VALID_07,CUS00007,PROD00007,Smartphone,Aster,AST-SMA-0007,SN-2026-000007,2024-04-01,2025-11-01,2025-10-25,36,2027-04-01,Active,516,No,Battery Problem,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1727.59,0.0,0.971,Email,Valid Claim
CLM00190,VALID_190,CUS00190,PROD00190,Smartphone,PrimeView,PRI-SMA-0190,SN-2026-000190,2023-12-05,2025-03-05,2025-02-28,36,2026-12-05,Active,640,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2353.73,0.0,0.903,Mobile App,Valid Claim
CLM00971,INVALID_471_SERIAL_MISMATCH,CUS00971,PROD00971,Camera,PrimeView,PRI-CAM-0971,SN-2026-000971,2026-01-28,2027-08-02,2027-07-26,12,2027-01-28,Active,-186,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,No,Yes,0,1513.94,0.0,0.844,Web,Invalid Claim
CLM00119,VALID_119,CUS00119,PROD00119,Camera,ZenCore,ZEN-CAM-0119,SN-2026-000119,2024-10-29,2025-12-29,2025-12-25,24,2026-10-29,Active,304,Yes,Noise,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,448.2,0.0,0.982,Email,Valid Claim
CLM01260,MANUAL_260_CONTRADICTION,CUS01260,PROD01260,Air Conditioner,NovaTech,NOV-AIR-1260,SN-2026-001260,2023-12-24,2025-06-24,2025-06-12,36,2026-12-24,Active,548,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,Yes,Yes,1,168.32,0.0,0.783,Web,Manual Review
CLM00117,VALID_117,CUS00117,PROD00117,Washing Machine,HomePro,HOM-WAS-0117,SN-2026-000117,2025-09-14,2026-09-14,2026-09-10,24,2027-09-14,Active,365,No,Connectivity Issue,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2098.63,0.0,0.911,Service Center,Valid Claim
CLM00629,INVALID_129_SERIAL_MISMATCH,CUS00629,PROD00629,Laptop,NovaTech,NOV-LAP-0629,SN-2026-000629,2024-05-27,2025-01-25,2025-01-22,12,2025-05-27,Active,122,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,No,Yes,0,1232.76,0.0,0.779,Service Center,Invalid Claim
CLM01273,MANUAL_273_LOW_OCR_CONFIDENCE,CUS01273,PROD01273,Camera,PrimeView,PRI-CAM-1273,SN-2026-001273,2023-05-12,2023-11-12,2023-11-04,12,2024-05-12,Active,182,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,3,1881.39,0.0,0.665,Email,Manual Review
CLM00903,INVALID_403_EXPIRED_WARRANTY,CUS00903,PROD00903,Smartphone,NovaTech,NOV-SMA-0903,SN-2026-000903,2023-09-17,2024-12-16,2024-12-06,12,2024-09-17,Expired,-90,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,1,929.5,0.0,0.911,Service Center,Invalid Claim
CLM01216,MANUAL_216_INCOMPLETE_EVIDENCE,CUS01216,PROD01216,Printer,HomePro,HOM-PRI-1216,SN-2026-001216,2024-11-17,2025-11-17,2025-11-16,24,2026-11-17,Active,365,Yes,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1954.68,0.0,0.815,Email,Manual Review
CLM00483,VALID_483,CUS00483,PROD00483,Refrigerator,NovaTech,NOV-REF-0483,SN-2026-000483,2025-10-07,2028-01-07,2028-01-01,36,2028-10-07,Active,274,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1425.24,0.0,0.944,Web,Valid Claim
CLM00680,INVALID_180_DUPLICATE_CLAIM,CUS00680,PROD00680,Printer,NovaTech,NOV-PRI-0680,SN-2026-000680,2026-01-19,2027-04-05,2027-04-02,24,2028-01-19,Active,289,No,Overheating,Electrical Failure,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,0,N/A,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,2351.5,0.0,0.767,Web,Invalid Claim
CLM01222,MANUAL_222_INCOMPLETE_EVIDENCE,CUS01222,PROD01222,Camera,Aster,AST-CAM-1222,SN-2026-001222,2024-06-02,2025-12-02,2025-11-22,36,2027-06-02,Active,547,No,Display Failure,Manufacturing Defect,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,No,No,No,No,No,No,3,2395.11,0.0,0.886,Email,Manual Review
CLM01407,MANUAL_407_UNCLEAR_REPAIR,CUS01407,PROD01407,Printer,NovaTech,NOV-PRI-1407,SN-2026-001407,2023-03-01,2023-09-01,2023-08-26,12,2024-03-01,Active,182,No,Display Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,3,2803.51,0.0,0.797,Service Center,Manual Review
CLM00979,INVALID_479_REPORTING_PERIOD,CUS00979,PROD00979,Washing Machine,Aster,AST-WAS-0979,SN-2026-000979,2025-11-30,2026-11-30,2026-10-01,24,2027-11-30,Active,578,No,Water Leakage,Electrical Failure,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,307.07,0.0,0.936,Service Center,Invalid Claim
CLM00803,INVALID_303_SERIAL_MISMATCH,CUS00803,PROD00803,Air Conditioner,ZenCore,ZEN-AIR-0803,SN-2026-000803,2025-07-16,2025-12-13,2025-11-22,36,2028-07-16,Active,946,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,0,1963.51,0.0,0.903,Web,Invalid Claim
CLM00126,VALID_126,CUS00126,PROD00126,Television,ZenCore,ZEN-TEL-0126,SN-2026-000126,2026-01-27,2026-04-27,2026-04-18,12,2027-01-27,Active,275,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,2184.02,0.0,0.968,Web,Valid Claim
CLM00937,INVALID_437_REPORTING_PERIOD,CUS00937,PROD00937,Television,HomePro,HOM-TEL-0937,SN-2026-000937,2024-12-06,2025-06-06,2025-04-07,12,2025-12-06,Active,271,No,Noise,Electrical Failure,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,No,Yes,No,No,Yes,0,703.05,0.0,0.803,Mobile App,Invalid Claim
CLM01424,MANUAL_424_SERIAL_WARNING,CUS01424,PROD01424,Laptop,PrimeView,PRI-LAP-1424,SN-2026-001424,2024-03-20,2024-09-20,2024-09-18,12,2025-03-20,Active,181,Yes,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,1,1038.38,0.0,0.939,Service Center,Manual Review
CLM00330,VALID_330,CUS00330,PROD00330,Smartphone,PrimeView,PRI-SMA-0330,SN-2026-000330,2024-09-27,2025-04-27,2025-04-20,12,2025-09-27,Active,153,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,374.88,0.0,0.952,Mobile App,Valid Claim
CLM01144,MANUAL_144_INCOMPLETE_EVIDENCE,CUS01144,PROD01144,Washing Machine,ZenCore,ZEN-WAS-1144,SN-2026-001144,2024-07-17,2025-07-17,2025-07-12,24,2026-07-17,Active,365,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,2,967.34,0.0,0.84,Mobile App,Manual Review
CLM00177,VALID_177,CUS00177,PROD00177,Camera,NovaTech,NOV-CAM-0177,SN-2026-000177,2024-07-15,2024-11-15,2024-11-06,24,2026-07-15,Active,607,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2584.83,439.42,0.911,Service Center,Valid Claim
CLM00670,INVALID_170_EXCLUDED_DAMAGE,CUS00670,PROD00670,Printer,ZenCore,ZEN-PRI-0670,SN-2026-000670,2025-09-14,2026-03-14,2026-03-09,12,2026-09-14,Active,184,No,Noise,Accidental Damage,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2,Yes,No,N/A,Yes,No,No,No,No,No,Yes,2,2274.65,413.95,0.981,Mobile App,Invalid Claim
CLM01281,MANUAL_281_UNCLEAR_REPAIR,CUS01281,PROD01281,Television,HomePro,HOM-TEL-1281,SN-2026-001281,2024-09-25,2025-09-25,2025-09-14,24,2026-09-25,Active,365,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,1,Unknown,No,N/A,Yes,Yes,No,No,No,No,Yes,1,2126.19,0.0,0.989,Email,Manual Review
CLM00720,INVALID_220_UNAUTHORIZED_REPAIR,CUS00720,PROD00720,Air Conditioner,NovaTech,NOV-AIR-0720,SN-2026-000720,2026-01-09,2027-11-14,2027-10-17,36,2029-01-09,Active,422,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,No,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1097.85,156.86,0.842,Web,Invalid Claim
CLM01126,MANUAL_126_INCOMPLETE_EVIDENCE,CUS01126,PROD01126,Camera,PrimeView,PRI-CAM-1126,SN-2026-001126,2023-03-12,2023-09-12,2023-09-11,12,2024-03-12,Active,182,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,2750.65,0.0,0.78,Email,Manual Review
CLM01187,MANUAL_187_MISSING_DOCUMENT,CUS01187,PROD01187,Refrigerator,Aster,AST-REF-1187,SN-2026-001187,2024-10-28,2026-04-28,2026-04-17,36,2027-10-28,Active,548,No,Connectivity Issue,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,0,494.42,0.0,0.88,Email,Manual Review
CLM01160,MANUAL_160_SERIAL_WARNING,CUS01160,PROD01160,Printer,Aster,AST-PRI-1160,SN-2026-001160,2025-03-06,2026-03-06,2026-02-20,24,2027-03-06,Active,365,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,3,916.66,0.0,0.772,Mobile App,Manual Review
CLM00639,INVALID_139_EXPIRED_WARRANTY,CUS00639,PROD00639,Camera,HomePro,HOM-CAM-0639,SN-2026-000639,2025-07-22,2026-10-20,2026-10-10,12,2026-07-22,Expired,-90,No,Display Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,Yes,No,No,No,No,Yes,1,1137.66,0.0,0.848,Mobile App,Invalid Claim
CLM01026,MANUAL_26_CONTRADICTION,CUS01026,PROD01026,Printer,Aster,AST-PRI-1026,SN-2026-001026,2023-06-26,2024-12-26,2024-12-19,36,2026-06-26,Active,547,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0,N/A,Yes,Yes,Yes,No,No,No,Yes,No,Yes,0,2951.4,0.0,0.856,Service Center,Manual Review
CLM00689,INVALID_189_SERIAL_MISMATCH,CUS00689,PROD00689,Refrigerator,NovaTech,NOV-REF-0689,SN-2026-000689,2024-09-06,2024-10-26,2024-10-18,24,2026-09-06,Active,680,No,Overheating,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3,Yes,No,N/A,No,No,No,No,No,No,Yes,2,354.11,674.64,0.936,Mobile App,Invalid Claim
CLM01044,MANUAL_44_CONTRADICTION,CUS01044,PROD01044,Smartphone,PrimeView,PRI-SMA-1044,SN-2026-001044,2023-08-19,2024-02-19,2024-02-08,12,2024-08-19,Active,182,No,Power Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,N/A,No,N/A,Yes,No,No,No,Yes,Yes,Yes,0,2225.22,0.0,0.755,Web,Manual Review
CLM00244,VALID_244,CUS00244,PROD00244,Camera,ZenCore,ZEN-CAM-0244,SN-2026-000244,2024-12-27,2025-06-27,2025-06-17,12,2025-12-27,Active,183,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1268.94,0.0,0.962,Service Center,Valid Claim
CLM01432,MANUAL_432_INCOMPLETE_EVIDENCE,CUS01432,PROD01432,Air Conditioner,NovaTech,NOV-AIR-1432,SN-2026-001432,2025-12-02,2026-12-02,2026-11-22,24,2027-12-02,Active,365,No,Battery Problem,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Yes,No,No,No,No,No,Yes,0,730.22,0.0,0.881,Mobile App,Manual Review
CLM00926,INVALID_426_DUPLICATE_CLAIM,CUS00926,PROD00926,Refrigerator,NovaTech,NOV-REF-0926,SN-2026-000926,2025-03-01,2026-08-12,2026-07-19,24,2027-03-01,Active,201,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0,N/A,No,N/A,Yes,Yes,Yes,Yes,No,No,Yes,1,2704.31,0.0,0.847,Web,Invalid Claim
CLM01016,MANUAL_16_SERIAL_WARNING,CUS01016,PROD01016,Printer,PrimeView,PRI-PRI-1016,SN-2026-001016,2024-05-10,2024-11-10,2024-10-29,12,2025-05-10,Active,181,No,Water Leakage,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,N/A,No,N/A,Unknown,Yes,No,No,No,No,Yes,1,2324.69,0.0,0.804,Mobile App,Manual Review
CLM00976,INVALID_476_EXCLUDED_DAMAGE,CUS00976,PROD00976,Camera,NovaTech,NOV-CAM-0976,SN-2026-000976,2024-04-02,2025-10-02,2025-09-27,36,2027-04-02,Active,547,No,Mechanical Failure,Accidental Damage,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,No,Yes,No,No,No,Yes,Yes,1,627.21,0.0,0.98,Mobile App,Invalid Claim
CLM01348,MANUAL_348_INCOMPLETE_EVIDENCE,CUS01348,PROD01348,Printer,Aster,AST-PRI-1348,SN-2026-001348,2024-04-14,2024-10-14,2024-10-03,12,2025-04-14,Active,182,No,Mechanical Failure,Electrical Failure,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3,No,No,N/A,Yes,No,No,No,No,No,Yes,1,135.97,532.97,0.961,Service Center,Manual Review
CLM00470,VALID_470,CUS00470,PROD00470,Refrigerator,PrimeView,PRI-REF-0470,SN-2026-000470,2026-01-25,2027-11-25,2027-11-20,24,2028-01-25,Active,61,No,Power Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,2314.66,0.0,0.976,Web,Valid Claim
CLM00045,VALID_45,CUS00045,PROD00045,Refrigerator,Aster,AST-REF-0045,SN-2026-000045,2025-01-02,2025-08-02,2025-07-28,24,2027-01-02,Active,518,No,Mechanical Failure,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,0,1668.49,0.0,0.946,Web,Valid Claim
CLM00298,VALID_298,CUS00298,PROD00298,Printer,ZenCore,ZEN-PRI-0298,SN-2026-000298,2024-08-17,2025-08-17,2025-08-03,24,2026-08-17,Active,365,No,Noise,Manufacturing Defect,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,N/A,No,N/A,Yes,Yes,No,No,No,Yes,Yes,1,1906.15,0.0,0.953,Mobile App,Valid Claim
